E,F,L,A,dL,materials,mat
69.0,2029,2,3120,0.01884986993682646,알루미늄,4
69.0,16199,3,5783,0.12178875113714109,알루미늄,4
69.0,29041,9,4722,0.8021932489917684,알루미늄,4
69.0,37454,8,9799,0.4431567255457892,알루미늄,4
69.0,10772,5,9607,0.08125114084989357,알루미늄,4
69.0,9113,8,5335,0.198046806025291,알루미늄,4
69.0,14689,5,3069,0.34682968063052216,알루미늄,4
69.0,8848,4,3777,0.13580289548103894,알루미늄,4
69.0,16289,6,9603,0.14749919635621114,알루미늄,4
69.0,2326,6,9088,0.022255817513778323,알루미늄,4
69.0,11942,9,6314,0.24669815868119155,알루미늄,4
69.0,34760,6,6839,0.4419664710706498,알루미늄,4
69.0,23932,1,5902,0.0587666180464495,알루미늄,4
69.0,1824,5,3295,0.04011347892063073,알루미늄,4
69.0,31483,7,4307,0.7415666441216355,알루미늄,4
69.0,13003,9,2142,0.7918036779929363,알루미늄,4
69.0,3869,3,1750,0.09612422360248447,알루미늄,4
69.0,29728,3,2672,0.4837281957823483,알루미늄,4
69.0,39342,2,7581,0.15042182114324715,알루미늄,4
69.0,10098,9,7149,0.18423981462898428,알루미늄,4
69.0,6599,4,9999,0.03825889835360348,알루미늄,4
69.0,36304,4,9840,0.2138800518439967,알루미늄,4
69.0,505,1,1419,0.0051577452993024275,알루미늄,4
69.0,38569,1,8950,0.06245486195449761,알루미늄,4
69.0,12814,2,5664,0.0655756161467289,알루미늄,4
69.0,2238,1,8508,0.0038122687598372887,알루미늄,4
69.0,37305,4,5009,0.43174459885250027,알루미늄,4
69.0,31513,6,7123,0.38470600443144987,알루미늄,4
69.0,35352,7,6703,0.5350491992553627,알루미늄,4
69.0,35529,7,5078,0.7098052982173741,알루미늄,4
69.0,17389,3,6180,0.12233713240467145,알루미늄,4
69.0,13786,2,347,1.1515683080649877,알루미늄,4
69.0,20806,2,1065,0.566265224195414,알루미늄,4
69.0,32000,5,1707,1.3584303337493526,알루미늄,4
69.0,16508,5,2127,0.5624033305397137,알루미늄,4
69.0,10066,4,6548,0.08911671226085185,알루미늄,4
69.0,7104,4,7716,0.05337300245678094,알루미늄,4
69.0,39819,8,5444,0.8480337347858032,알루미늄,4
69.0,37081,8,6060,0.7094465968335965,알루미늄,4
69.0,29784,8,53,65.15504511894996,알루미늄,4
69.0,15653,9,3920,0.520840727595386,알루미늄,4
69.0,9298,5,456,1.4775616577676074,알루미늄,4
69.0,28271,6,8933,0.2751984580865282,알루미늄,4
69.0,30178,5,2154,1.0152328663894608,알루미늄,4
69.0,13782,3,8230,0.07280891753394263,알루미늄,4
69.0,33977,8,4244,0.9282192080208718,알루미늄,4
69.0,17721,6,6368,0.24198437841380818,알루미늄,4
69.0,14949,3,5024,0.1293703267792855,알루미늄,4
69.0,1032,7,8532,0.012270939073360647,알루미늄,4
69.0,34196,7,7870,0.4408080584866398,알루미늄,4
69.0,12615,3,2464,0.2225966967814794,알루미늄,4
69.0,1608,2,2912,0.016005733397037744,알루미늄,4
69.0,23812,9,6007,0.5170489501378827,알루미늄,4
69.0,8540,7,4587,0.18887656673080508,알루미늄,4
69.0,14024,1,1450,0.14016991504247875,알루미늄,4
69.0,24304,4,1308,1.0771617249479235,알루미늄,4
69.0,13517,8,8198,0.19116716342975135,알루미늄,4
69.0,27211,6,7526,0.3143999352967683,알루미늄,4
69.0,23141,1,3557,0.09428642440095668,알루미늄,4
69.0,20350,7,5374,0.38416314730613854,알루미늄,4
69.0,12048,1,4209,0.04148460338611877,알루미늄,4
69.0,207,4,6242,0.0019224607497596924,알루미늄,4
69.0,1172,7,3808,0.031223358908780904,알루미늄,4
69.0,22648,2,6158,0.10660340502045178,알루미늄,4
69.0,28305,1,4441,0.09237050018111863,알루미늄,4
69.0,2034,9,223,1.189705595632677,알루미늄,4
69.0,2246,9,3734,0.07845648680748003,알루미늄,4
69.0,5323,7,709,0.7616565483125856,알루미늄,4
69.0,6833,1,2303,0.04299999370701102,알루미늄,4
69.0,13994,6,6639,0.18329109281780256,알루미늄,4
69.0,2755,2,5143,0.015526943897291097,알루미늄,4
69.0,19499,8,4241,0.5330708849772238,알루미늄,4
69.0,31217,4,8926,0.20274267974683954,알루미늄,4
69.0,6711,4,7355,0.052895102414802116,알루미늄,4
69.0,32937,6,3886,0.7370270088836179,알루미늄,4
69.0,21850,9,8354,0.3411539382331817,알루미늄,4
69.0,33920,7,3338,1.0309045597033717,알루미늄,4
69.0,25245,1,621,0.5891619407687461,알루미늄,4
69.0,11586,5,1039,0.8080512198183872,알루미늄,4
69.0,29667,7,2603,1.1562411264594363,알루미늄,4
69.0,26781,6,4599,0.5063671686661562,알루미늄,4
69.0,8234,6,4750,0.15073684210526317,알루미늄,4
69.0,32058,4,9156,0.2029745284631603,알루미늄,4
69.0,13952,3,8429,0.07196686388090805,알루미늄,4
69.0,35089,6,6297,0.4845509593940524,알루미늄,4
69.0,11899,1,9483,0.018185097053919522,알루미늄,4
69.0,35399,3,1970,0.7812624144780401,알루미늄,4
69.0,11768,3,5165,0.09906140830843049,알루미늄,4
69.0,2940,1,82,0.5196182396606575,알루미늄,4
69.0,7761,4,354,1.2709408007860477,알루미늄,4
69.0,29125,8,7874,0.42885593017562845,알루미늄,4
69.0,23231,8,5917,0.45520521807711994,알루미늄,4
69.0,13389,4,1817,0.4271733148285516,알루미늄,4
69.0,12350,4,7947,0.09008959720466934,알루미늄,4
69.0,7691,5,6793,0.08204310916821878,알루미늄,4
69.0,22491,6,2954,0.6620647022460334,알루미늄,4
69.0,15549,6,8147,0.16596133012418549,알루미늄,4
69.0,29044,7,1980,1.4881276533450447,알루미늄,4
69.0,38212,6,7203,0.4613053739685759,알루미늄,4
69.0,29157,9,8144,0.46698022550610746,알루미늄,4
69.0,21675,1,5304,0.05922519509476031,알루미늄,4
69.0,37232,2,3170,0.34043798290129385,알루미늄,4
69.0,30530,1,3813,0.11604085185311881,알루미늄,4
69.0,26269,9,1270,2.697945908935296,알루미늄,4
69.0,2875,6,5125,0.04878048780487805,알루미늄,4
69.0,25302,8,88,33.33596837944664,알루미늄,4
69.0,12370,7,3633,0.3454245902097121,알루미늄,4
69.0,21421,5,8799,0.17641168051046643,알루미늄,4
69.0,4998,1,7769,0.009323565788221863,알루미늄,4
69.0,22195,6,4868,0.3964667214461791,알루미늄,4
69.0,21974,2,8346,0.07631530508409826,알루미늄,4
69.0,19851,4,4596,0.2503878608998373,알루미늄,4
69.0,7138,2,1328,0.15579710144927536,알루미늄,4
69.0,19463,9,9488,0.26756452085930055,알루미늄,4
69.0,28845,5,9422,0.2218443421040488,알루미늄,4
69.0,29691,5,8388,0.25649996889967036,알루미늄,4
69.0,31822,7,6629,0.4869993725418178,알루미늄,4
69.0,26657,8,4585,0.6740821519447474,알루미늄,4
69.0,20383,1,4053,0.0728857135705525,알루미늄,4
69.0,26351,1,2960,0.12901978065021544,알루미늄,4
69.0,22515,1,9986,0.03267618143661996,알루미늄,4
69.0,12677,9,4203,0.3934146417155448,알루미늄,4
69.0,11378,1,7212,0.022864469041131125,알루미늄,4
69.0,13522,6,2062,0.5702357356724159,알루미늄,4
69.0,15022,9,6776,0.2891663672296083,알루미늄,4
69.0,35377,6,3848,0.7994440929223537,알루미늄,4
69.0,7568,8,5705,0.15380355396359663,알루미늄,4
69.0,11170,8,8092,0.16004355706476964,알루미늄,4
69.0,1777,9,8514,0.02722370315899133,알루미늄,4
69.0,38461,8,3565,1.2508404984043742,알루미늄,4
69.0,6356,5,3959,0.11633738574006758,알루미늄,4
69.0,25759,5,6917,0.2698560362727412,알루미늄,4
69.0,6797,9,794,1.1165808783265798,알루미늄,4
69.0,6205,7,6653,0.09461787969685682,알루미늄,4
69.0,22880,9,2600,1.1478260869565218,알루미늄,4
69.0,11882,6,7465,0.13840822388537813,알루미늄,4
69.0,3861,7,1716,0.22826086956521738,알루미늄,4
69.0,2235,3,6273,0.015490819869835528,알루미늄,4
69.0,1850,2,2593,0.02067998010250563,알루미늄,4
69.0,8908,6,376,2.0601295097132284,알루미늄,4
69.0,7848,2,3930,0.05788250912711583,알루미늄,4
69.0,9243,6,9895,0.08122679438451567,알루미늄,4
69.0,5794,5,4181,0.10041977337090842,알루미늄,4
69.0,19140,1,6769,0.04097965790335738,알루미늄,4
69.0,36084,2,9291,0.11257270944766558,알루미늄,4
69.0,24755,8,7067,0.40613342684820036,알루미늄,4
69.0,27565,1,3225,0.12387372205370183,알루미늄,4
69.0,14553,8,4205,0.40126143824639404,알루미늄,4
69.0,36288,3,1232,1.2806324110671936,알루미늄,4
69.0,28201,3,6158,0.19911179519042038,알루미늄,4
69.0,34769,8,323,12.48045946067214,알루미늄,4
69.0,29949,9,9566,0.40836204310556407,알루미늄,4
69.0,15143,1,8822,0.02487687237768556,알루미늄,4
69.0,33280,2,4203,0.22951170144168934,알루미늄,4
69.0,14638,4,4959,0.17111911880317152,알루미늄,4
69.0,18998,2,2900,0.18988505747126436,알루미늄,4
69.0,36204,7,2151,1.7075172316212883,알루미늄,4
69.0,25698,1,9707,0.03836765041812049,알루미늄,4
69.0,996,5,2051,0.03518962118160812,알루미늄,4
69.0,19067,3,6780,0.12227138643067846,알루미늄,4
69.0,27346,9,5041,0.7075718240859733,알루미늄,4
69.0,27126,4,5430,0.2895988469853471,알루미늄,4
69.0,24742,3,9291,0.11578292222955361,알루미늄,4
69.0,16296,5,8889,0.13284616550988765,알루미늄,4
69.0,1881,3,4712,0.0173562412342216,알루미늄,4
69.0,35433,6,8207,0.37542712742568646,알루미늄,4
69.0,15935,7,3761,0.4298309499863203,알루미늄,4
69.0,9746,9,8326,0.15268044574878067,알루미늄,4
69.0,6649,8,9177,0.08400332905357281,알루미늄,4
69.0,5765,3,5044,0.049693135192911075,알루미늄,4
69.0,6025,9,2540,0.3093974666210202,알루미늄,4
69.0,21125,6,8998,0.20415164722595358,알루미늄,4
69.0,19341,3,3816,0.2203650533223954,알루미늄,4
69.0,33105,4,2510,0.7645937987181708,알루미늄,4
69.0,23125,5,465,3.6037088982390526,알루미늄,4
69.0,19054,1,7191,0.038401463987794725,알루미늄,4
69.0,10495,4,8246,0.07378193028152429,알루미늄,4
69.0,32218,9,8899,0.47222697225384386,알루미늄,4
69.0,6660,1,4728,0.020414919443831385,알루미늄,4
69.0,32317,5,7532,0.310914975332302,알루미늄,4
69.0,8460,7,6288,0.13649186856953202,알루미늄,4
69.0,24187,2,3237,0.2165809279481359,알루미늄,4
69.0,22529,4,7908,0.16515288132362752,알루미늄,4
69.0,38016,7,9672,0.39874851656057825,알루미늄,4
69.0,7730,4,4178,0.10725608952345272,알루미늄,4
69.0,33458,6,3863,0.7531429729090929,알루미늄,4
69.0,39999,7,9650,0.4205046181572426,알루미늄,4
69.0,3849,4,7895,0.028262246330919404,알루미늄,4
69.0,15275,6,4439,0.2992252465792335,알루미늄,4
69.0,18345,5,6955,0.19113556090394773,알루미늄,4
69.0,37364,9,9342,0.5216832816732289,알루미늄,4
69.0,15148,8,2179,0.8060072763067755,알루미늄,4
69.0,1769,3,1282,0.059994573695991316,알루미늄,4
69.0,11086,1,3113,0.051611521576185884,알루미늄,4
69.0,35398,8,9686,0.42371628556978996,알루미늄,4
69.0,11675,4,4441,0.1524007192530733,알루미늄,4
69.0,8246,3,7147,0.05016394838819572,알루미늄,4
69.0,29195,7,867,3.4161610083078413,알루미늄,4
69.0,3962,5,3113,0.0922266139657444,알루미늄,4
69.0,5518,5,3164,0.12637644515289764,알루미늄,4
69.0,29995,5,1883,1.1543020311405636,알루미늄,4
69.0,37529,5,9900,0.274696237739716,알루미늄,4
69.0,17037,3,7693,0.09628742108862376,알루미늄,4
69.0,24984,2,766,0.9453967533204677,알루미늄,4
69.0,13955,2,6766,0.05978314419497316,알루미늄,4
69.0,8862,9,1782,0.6486605182257357,알루미늄,4
69.0,10659,2,1998,0.15463289376332853,알루미늄,4
69.0,17498,3,9982,0.07621544867718415,알루미늄,4
69.0,13793,9,5741,0.31337518838560163,알루미늄,4
69.0,36023,1,3538,0.14756146516905483,알루미늄,4
69.0,16948,1,1102,0.22288855572213892,알루미늄,4
69.0,37263,9,4220,1.1517514939212858,알루미늄,4
69.0,3440,6,2085,0.14346783442810968,알루미늄,4
69.0,5684,8,4759,0.13847751476226586,알루미늄,4
69.0,1387,5,4899,0.020515869846256703,알루미늄,4
69.0,15490,7,7302,0.21520806290910968,알루미늄,4
69.0,38656,6,2653,1.2670151919893804,알루미늄,4
69.0,29476,2,8890,0.09610537813208131,알루미늄,4
69.0,22947,5,7342,0.22648135207797898,알루미늄,4
69.0,34318,6,6968,0.4282683572106025,알루미늄,4
69.0,15340,3,7507,0.08884461459159856,알루미늄,4
69.0,30384,6,9087,0.2907545896909584,알루미늄,4
69.0,31364,1,4489,0.10125879363726469,알루미늄,4
69.0,35284,9,2017,2.2817356814899443,알루미늄,4
69.0,11827,8,3322,0.4127773560540621,알루미늄,4
69.0,19466,9,277,9.166221943180034,알루미늄,4
69.0,22430,1,6289,0.05168905450280107,알루미늄,4
69.0,22004,1,3413,0.09343643443440892,알루미늄,4
69.0,34680,3,296,5.0940070505287895,알루미늄,4
69.0,36353,9,3700,1.281539365452409,알루미늄,4
69.0,32758,9,6579,0.6494577608596522,알루미늄,4
69.0,31038,8,7362,0.4888085704499014,알루미늄,4
69.0,5199,5,7489,0.05030566570099915,알루미늄,4
69.0,26794,9,3883,0.9000436686112262,알루미늄,4
69.0,8011,1,6177,0.01879576643603081,알루미늄,4
69.0,22196,6,913,2.114005428829944,알루미늄,4
69.0,2339,2,1402,0.04835741900804234,알루미늄,4
69.0,8569,2,2336,0.10632568989477864,알루미늄,4
69.0,26000,7,6929,0.3806727030481007,알루미늄,4
69.0,20241,5,7095,0.2067285596102583,알루미늄,4
69.0,32025,5,7579,0.30619503548133575,알루미늄,4
69.0,35260,4,8961,0.22810601171905956,알루미늄,4
69.0,9182,9,8171,0.14657351290087425,알루미늄,4
69.0,584,7,4639,0.012771368142184566,알루미늄,4
69.0,37630,5,1833,1.487622255429841,알루미늄,4
69.0,2480,5,6869,0.02616249016269271,알루미늄,4
69.0,34402,5,7267,0.3430436976365264,알루미늄,4
69.0,28154,3,2362,0.5182417258771123,알루미늄,4
69.0,37198,3,8671,0.18651878074340755,알루미늄,4
69.0,23829,7,6112,0.39552270657864785,알루미늄,4
69.0,12816,5,7191,0.12914694092252998,알루미늄,4
69.0,30620,8,9420,0.3768731345579864,알루미늄,4
69.0,34864,3,8352,0.1814925870398134,알루미늄,4
69.0,5906,3,5037,0.05097927510336553,알루미늄,4
69.0,7859,3,531,0.6434946368623597,알루미늄,4
69.0,22709,4,6233,0.21120869053681085,알루미늄,4
69.0,6643,6,540,1.0697262479871175,알루미늄,4
69.0,8838,8,6675,0.1535124572545188,알루미늄,4
69.0,17254,3,6142,0.1221383772457633,알루미늄,4
69.0,30545,8,8215,0.4310954686990041,알루미늄,4
69.0,37447,8,7649,0.5676142187763485,알루미늄,4
69.0,15213,9,6863,0.28913075154102974,알루미늄,4
69.0,19277,4,5599,0.19959050658632105,알루미늄,4
69.0,15047,6,7993,0.16369758321139694,알루미늄,4
69.0,8343,6,2535,0.2861847182917417,알루미늄,4
69.0,16502,1,9354,0.02556760960977711,알루미늄,4
69.0,16030,7,4744,0.34279761468338343,알루미늄,4
69.0,12424,5,7288,0.12353044114605705,알루미늄,4
69.0,5982,8,9576,0.0724274454251571,알루미늄,4
69.0,36369,9,912,5.201516018306636,알루미늄,4
69.0,30183,4,3337,0.5243449596747926,알루미늄,4
69.0,28629,6,2121,1.1737285529795216,알루미늄,4
69.0,5434,8,5035,0.12512988788624554,알루미늄,4
69.0,22201,7,4685,0.4807418062580236,알루미늄,4
69.0,21519,6,9931,0.18842184989470828,알루미늄,4
69.0,27818,3,6133,0.19720826037331896,알루미늄,4
69.0,15681,4,1369,0.6640200717756535,알루미늄,4
69.0,17214,9,3205,0.7005629790409008,알루미늄,4
69.0,16800,7,7614,0.2238439487899864,알루미늄,4
69.0,15045,1,739,0.2950520680120021,알루미늄,4
69.0,25313,8,7041,0.4168215565559075,알루미늄,4
69.0,9354,4,1674,0.32393122435198174,알루미늄,4
69.0,9289,4,1816,0.2965268467088042,알루미늄,4
69.0,11201,4,155,4.189247311827957,알루미늄,4
69.0,8386,3,6452,0.05651095716865684,알루미늄,4
69.0,14742,4,256,3.338315217391304,알루미늄,4
69.0,26152,2,2889,0.2623845571156962,알루미늄,4
69.0,1805,4,7727,0.013541824920333932,알루미늄,4
69.0,28618,6,7554,0.32943099538396015,알루미늄,4
69.0,8733,4,2482,0.2039729530883229,알루미늄,4
69.0,21119,9,5228,0.5269036292871162,알루미늄,4
69.0,22287,4,3665,0.35252387448840383,알루미늄,4
69.0,17255,5,7235,0.17282132948729506,알루미늄,4
69.0,39030,9,6977,0.7296645499809935,알루미늄,4
69.0,38091,1,7922,0.06968486218895097,알루미늄,4
69.0,38188,9,1312,3.79652704135737,알루미늄,4
69.0,6535,6,2777,0.20463120978221727,알루미늄,4
69.0,29325,6,9958,0.2560755171721229,알루미늄,4
69.0,29537,4,1190,1.43889903787602,알루미늄,4
69.0,6635,2,1190,0.16161247107538668,알루미늄,4
69.0,24843,4,4294,0.335392154877382,알루미늄,4
69.0,16105,4,7250,0.12877561219390304,알루미늄,4
69.0,9066,7,1978,0.4649843935464017,알루미늄,4
69.0,23508,3,4179,0.24457692187646307,알루미늄,4
69.0,29005,9,5038,0.7509449919740407,알루미늄,4
69.0,1369,7,5061,0.027442018962856054,알루미늄,4
69.0,11316,8,5460,0.2402930402930403,알루미늄,4
69.0,25811,9,4306,0.7818514105696803,알루미늄,4
69.0,26253,2,9999,0.07610326250016305,알루미늄,4
69.0,27423,9,7867,0.4546730702273117,알루미늄,4
69.0,35638,8,3680,1.122810333963453,알루미늄,4
69.0,9405,3,5605,0.07295504789977893,알루미늄,4
69.0,31171,8,8767,0.4122309781575506,알루미늄,4
69.0,22228,4,7466,0.17259304984528898,알루미늄,4
69.0,26065,8,2799,1.0796816668478908,알루미늄,4
69.0,13607,9,9090,0.19525039460467786,알루미늄,4
69.0,1991,3,7464,0.011597697935598117,알루미늄,4
69.0,7873,2,3681,0.061994810798892866,알루미늄,4
69.0,20881,6,3649,0.4975991039832235,알루미늄,4
69.0,27095,5,543,3.6158486134464995,알루미늄,4
69.0,16036,3,3657,0.19065282781086898,알루미늄,4
69.0,34292,8,7292,0.5452391741594919,알루미늄,4
69.0,16500,8,6959,0.27490206613893803,알루미늄,4
69.0,33966,1,6832,0.07205223500661848,알루미늄,4
69.0,14450,7,3442,0.42589832335430194,알루미늄,4
69.0,7665,5,5336,0.10409197575125481,알루미늄,4
69.0,37949,4,5975,0.36819113455824387,알루미늄,4
69.0,15447,2,3674,0.12186693806063761,알루미늄,4
69.0,22774,1,3827,0.08624457042448204,알루미늄,4
69.0,32,3,6682,0.0002082167536405398,알루미늄,4
69.0,25009,3,6089,0.17857576385070725,알루미늄,4
69.0,32093,9,6001,0.6975576534345725,알루미늄,4
69.0,9911,8,1152,0.9974838969404187,알루미늄,4
69.0,14382,4,6737,0.12375525166020225,알루미늄,4
69.0,38376,8,5869,0.7581174483468779,알루미늄,4
69.0,25153,1,3715,0.09812549983420134,알루미늄,4
69.0,18483,4,9474,0.1130967132013474,알루미늄,4
69.0,1354,2,7980,0.004918092332279975,알루미늄,4
69.0,39529,2,9063,0.12642261016683537,알루미늄,4
69.0,22830,4,2182,0.6065436575937513,알루미늄,4
69.0,38592,1,941,0.5943723143741625,알루미늄,4
69.0,36689,9,8782,0.544923905617221,알루미늄,4
69.0,9047,4,4431,0.11836239406814308,알루미늄,4
69.0,23607,8,9187,0.2979257078764417,알루미늄,4
69.0,2731,4,2248,0.0704265305069885,알루미늄,4
69.0,35213,6,2944,1.0400815217391304,알루미늄,4
69.0,15496,4,2958,0.3036912916090974,알루미늄,4
69.0,34998,1,7217,0.07028091884499763,알루미늄,4
69.0,14802,2,8081,0.05309286947913248,알루미늄,4
69.0,34980,6,9849,0.3088373571362354,알루미늄,4
69.0,3104,7,3931,0.08010647436393734,알루미늄,4
69.0,23753,6,1918,1.0768916897130163,알루미늄,4
69.0,9928,4,4510,0.12761335518493525,알루미늄,4
69.0,4353,3,7424,0.025493112818590704,알루미늄,4
69.0,15570,2,8293,0.054419914123488115,알루미늄,4
69.0,8328,3,8413,0.04303898211360265,알루미늄,4
69.0,12159,4,9376,0.07517806796260573,알루미늄,4
69.0,11133,7,5517,0.2047190108045488,알루미늄,4
69.0,34442,3,9081,0.16490235225961516,알루미늄,4
69.0,32130,1,4451,0.1046174284235101,알루미늄,4
69.0,30094,6,2735,0.9568078849058104,알루미늄,4
69.0,31591,7,4787,0.6694974008713211,알루미늄,4
69.0,21018,1,5187,0.05872540883982531,알루미늄,4
69.0,11042,5,6236,0.12831060415911352,알루미늄,4
69.0,26010,8,2655,1.1358388602309015,알루미늄,4
69.0,16293,2,6672,0.07078250443123763,알루미늄,4
69.0,15051,1,504,0.4327984817115252,알루미늄,4
69.0,21874,9,3403,0.8384162312026473,알루미늄,4
69.0,4759,2,6537,0.02110173305576063,알루미늄,4
69.0,6072,3,608,0.4342105263157895,알루미늄,4
69.0,14845,2,9841,0.04372420029188739,알루미늄,4
69.0,22336,3,6353,0.15286170860736797,알루미늄,4
69.0,3839,7,3502,0.11121181271157682,알루미늄,4
69.0,10283,2,7697,0.038723914643951245,알루미늄,4
69.0,5048,1,5446,0.013433606369786095,알루미늄,4
69.0,31799,4,9450,0.1950709301433939,알루미늄,4
69.0,37585,9,9817,0.4993777431341373,알루미늄,4
69.0,268,2,8931,0.0008697924019739094,알루미늄,4
69.0,21476,3,310,3.012061711079944,알루미늄,4
69.0,6238,3,7315,0.03707688192814051,알루미늄,4
69.0,8685,9,9098,0.12451374884112132,알루미늄,4
69.0,35203,6,7207,0.42474405921778946,알루미늄,4
69.0,17528,5,7304,0.17389716970649396,알루미늄,4
69.0,1358,8,3903,0.04034057785352776,알루미늄,4
69.0,6515,1,4701,0.02008514993726281,알루미늄,4
69.0,10197,7,1947,0.5313190862196021,알루미늄,4
69.0,32718,8,7260,0.5225056893041082,알루미늄,4
69.0,24549,3,739,1.4443137024180739,알루미늄,4
69.0,32768,1,6177,0.07688174691996724,알루미늄,4
69.0,12747,2,7703,0.047965501865450504,알루미늄,4
69.0,37655,3,2332,0.7020471325229324,알루미늄,4
69.0,30277,1,488,0.8991743882157281,알루미늄,4
69.0,20670,2,4951,0.1210120046016176,알루미늄,4
69.0,39690,7,2558,1.5740898120134617,알루미늄,4
69.0,33727,6,7662,0.3827698523486886,알루미늄,4
69.0,30099,8,841,4.149511451170966,알루미늄,4
69.0,24761,3,8739,0.12319089339641885,알루미늄,4
69.0,3185,7,8861,0.03646495226599543,알루미늄,4
69.0,24144,5,9552,0.18316218775034593,알루미늄,4
69.0,8159,4,1192,0.39679992218655774,알루미늄,4
69.0,14812,9,2010,0.9611940298507463,알루미늄,4
69.0,5165,3,6259,0.035878769354737876,알루미늄,4
69.0,33723,9,5163,0.8519566480559836,알루미늄,4
69.0,31284,5,8172,0.27740535018834195,알루미늄,4
69.0,38891,5,365,7.721064125471511,알루미늄,4
69.0,13925,3,1340,0.4518170019467878,알루미늄,4
69.0,36776,4,2773,0.7688215034206661,알루미늄,4
69.0,1978,7,1129,0.17773841157366402,알루미늄,4
69.0,4937,4,3554,0.08052979700358037,알루미늄,4
69.0,14513,7,5475,0.2689193302891933,알루미늄,4
69.0,10921,4,2198,0.28803523624902744,알루미늄,4
69.0,23069,2,7470,0.0895136099955377,알루미늄,4
69.0,6812,5,2163,0.2282122923743861,알루미늄,4
69.0,27116,4,5882,0.26724617969831815,알루미늄,4
69.0,25754,1,4968,0.07513010805386357,알루미늄,4
69.0,29166,2,268,3.154445165476963,알루미늄,4
69.0,14863,7,9005,0.1674448172915208,알루미늄,4
69.0,3724,5,6541,0.041255935249009036,알루미늄,4
69.0,22779,4,5999,0.2201236437957051,알루미늄,4
69.0,1453,9,5629,0.0336688113573343,알루미늄,4
69.0,13491,9,3031,0.5805660350293346,알루미늄,4
69.0,4228,7,183,2.3438663182070165,알루미늄,4
69.0,4352,6,7577,0.04994520029150002,알루미늄,4
69.0,30789,1,6931,0.06437994391925377,알루미늄,4
69.0,9997,5,1755,0.4127750939345142,알루미늄,4
69.0,15937,7,9932,0.16278665942904505,알루미늄,4
69.0,9062,1,7457,0.017612087077019355,알루미늄,4
69.0,25771,5,4358,0.42851394403761867,알루미늄,4
69.0,14594,1,3854,0.05487992900280529,알루미늄,4
69.0,25505,4,8403,0.175955102301283,알루미늄,4
69.0,36895,6,3451,0.929661219810263,알루미늄,4
69.0,13873,9,9001,0.20103563372185698,알루미늄,4
69.0,11516,4,529,1.2619928221144625,알루미늄,4
69.0,10750,7,797,1.368355972578328,알루미늄,4
69.0,7283,2,4951,0.042638143662969565,알루미늄,4
69.0,39372,9,132,38.905138339920946,알루미늄,4
69.0,35707,4,7025,0.29465779565733147,알루미늄,4
69.0,19922,6,6085,0.2846915079847094,알루미늄,4
69.0,21358,6,5630,0.32987875511622516,알루미늄,4
69.0,20926,8,5389,0.4502139355262061,알루미늄,4
69.0,11456,2,5666,0.058605360221407124,알루미늄,4
69.0,10085,5,8525,0.08572400017000298,알루미늄,4
69.0,23954,3,639,1.6298564332857046,알루미늄,4
69.0,18711,4,2258,0.4803789425039473,알루미늄,4
69.0,806,5,8280,0.007053840229643633,알루미늄,4
69.0,35529,7,457,7.887070687850823,알루미늄,4
69.0,6762,9,789,1.11787072243346,알루미늄,4
69.0,22082,7,370,6.054602428515472,알루미늄,4
69.0,5968,4,4092,0.0845481462592262,알루미늄,4
69.0,14264,1,1835,0.11265647830035935,알루미늄,4
69.0,17439,6,4802,0.31579233290476794,알루미늄,4
69.0,1307,1,3957,0.004786967143165844,알루미늄,4
69.0,19059,1,4238,0.06517635472023309,알루미늄,4
69.0,4865,3,3327,0.06357731864455508,알루미늄,4
69.0,32805,2,9894,0.09610567669470298,알루미늄,4
69.0,6772,4,1574,0.24941531775408357,알루미늄,4
69.0,7620,3,6331,0.052330492469765746,알루미늄,4
69.0,9908,6,6463,0.13330732127360426,알루미늄,4
69.0,12704,6,761,1.4516368622521854,알루미늄,4
69.0,35195,9,9291,0.49409667139307323,알루미늄,4
69.0,798,6,2379,0.029168265804046273,알루미늄,4
69.0,27580,3,6584,0.1821279518199588,알루미늄,4
69.0,8497,7,9629,0.08952274304222901,알루미늄,4
69.0,12870,5,5867,0.15895835957937174,알루미늄,4
69.0,14764,6,8698,0.14760014796005078,알루미늄,4
69.0,20371,5,9261,0.15939525108410055,알루미늄,4
69.0,22066,5,738,2.1666470287891286,알루미늄,4
69.0,28474,4,7599,0.21722156424090888,알루미늄,4
69.0,11399,9,3042,0.48876597204356403,알루미늄,4
69.0,21218,6,6393,0.28860370377926947,알루미늄,4
69.0,24640,8,5964,0.47900932163026466,알루미늄,4
69.0,28012,1,521,0.7792149990263985,알루미늄,4
69.0,1164,2,1832,0.018416555914182647,알루미늄,4
69.0,20840,4,2832,0.4265946122983706,알루미늄,4
69.0,28553,3,2417,0.5136263064165063,알루미늄,4
69.0,3743,9,4332,0.11270022883295194,알루미늄,4
69.0,24009,5,8265,0.21050001315131908,알루미늄,4
69.0,38112,5,7235,0.38171929929990084,알루미늄,4
69.0,16449,5,1909,0.6243879108114879,알루미늄,4
69.0,33648,4,276,7.067422810333963,알루미늄,4
69.0,15296,7,9761,0.15897634627005727,알루미늄,4
69.0,3754,7,2308,0.16500891668550474,알루미늄,4
69.0,36558,9,9357,0.5096114975535637,알루미늄,4
69.0,15833,3,753,0.9141982793463825,알루미늄,4
69.0,7353,2,2737,0.07787008943463965,알루미늄,4
